p0,40.644077,-8.641174
p1,40.644079,-8.640978
p2,40.643426,-8.641249
p3,40.643520,-8.641823
p4,40.643833,-8.641992
p5,40.643140,-8.643239
p6,40.643152,-8.641353
p7,40.642176,-8.642637
p8,40.641804,-8.643020
p9,40.642141,-8.643331
p10,40.642474,-8.643695
p11,40.642532,-8.643546
p12,40.642228,-8.643259
p13,40.642783,-8.642999
p14,40.642963,-8.643991
p15,40.643437,-8.644374
